video_id,title,views,tags,caption_available,subscriber_count,pub_month,pub_day,pub_hour_sin,pub_hour_cos,pub_weekday_sin,pub_weekday_cos,cat_23,duration_sec,popular,definition
mjeyFXdOz0k,BLACKPINK 지수 vs BMI 지수 월드 클래스 일수록 이 악물고 도발 하는 토크쇼 딱 대 EP 27 지수,1120275,comedy|코미디|문상훈|빠더너스|빠더니스|빠다너스|문성훈|빠더|빠더너스 문상훈|블랙핑크|지수|블랙핑크 지수|블핑 지수|김지수|JISOO|jisoo|BLACKPINK|blackpink|blackpink jisoo|jenny|lisa|rose|amortage|jisoo flower|bdns|문상훈 지수|딱대|문상훈 딱대|지수 딱대,1,2150000,2,9,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,1,1385,0,1
mjeyFXdOz0k,BLACKPINK 지수 vs BMI 지수 월드 클래스 일수록 이 악물고 도발 하는 토크쇼 딱 대 EP 27 지수,1185469,comedy|코미디|문상훈|빠더너스|빠더니스|빠다너스|문성훈|빠더|빠더너스 문상훈|블랙핑크|지수|블랙핑크 지수|블핑 지수|김지수|JISOO|jisoo|BLACKPINK|blackpink|blackpink jisoo|jenny|lisa|rose|amortage|jisoo flower|bdns|문상훈 지수|딱대|문상훈 딱대|지수 딱대,1,2150000,2,9,-0.2588190451025208,-0.9659258262890684,-0.7818314824680299,0.6234898018587334,1,1385,0,1
5faE7RCCF9U,와 뜨거워,2725136,숏박스|스케치코미디|개그,0,3580000,2,14,-1.0,-1.8369701987210287e-16,-0.433883739117558,-0.9009688679024191,1,610,1,1
5faE7RCCF9U,와 뜨거워,3231277,숏박스|스케치코미디|개그,0,3580000,2,14,-1.0,-1.8369701987210287e-16,-0.433883739117558,-0.9009688679024191,1,610,1,1
4ELeqD-QbpE,현실 적 인 새해 목표 정 하기,153249,새해|새해 결심|계획|자기계발|책 읽기|독서|목표|새해 목표|티키타카|대화|인생 녹음|일상 녹음|부부 유튜버|토크|asmr|애니메이션|불어 공부|불어 회화|외국어 공부|도파민|도파민 중독|쇼츠 안보기|폰 안보기|핸드폰 프리존|스마트폰 프리존|도파민 폭발|영어 공부|불어 단어|프랑스어 공부|프랑스어 독학|듀오링고|스픽|언어 학습 앱|언어공부 앱|영어공부 앱|불어 공부 앱,0,1310000,2,16,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,824,0,1
OHUpqTyO4_8,임신 기록 01 여러분 저희 에게 아기 가 생겼어요,701043,임밍아웃|임신공개|임신남편반응|임신브이로그|임밍아웃브이로그|우유커플|우유커플임신,0,377000,2,16,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,939,0,1
5faE7RCCF9U,와 뜨거워,3576564,숏박스|스케치코미디|개그,0,3580000,2,14,-1.0,-1.8369701987210287e-16,-0.433883739117558,-0.9009688679024191,1,610,1,1
4ELeqD-QbpE,현실 적 인 새해 목표 정 하기,230604,새해|새해 결심|계획|자기계발|책 읽기|독서|목표|새해 목표|티키타카|대화|인생 녹음|일상 녹음|부부 유튜버|토크|asmr|애니메이션|불어 공부|불어 회화|외국어 공부|도파민|도파민 중독|쇼츠 안보기|폰 안보기|핸드폰 프리존|스마트폰 프리존|도파민 폭발|영어 공부|불어 단어|프랑스어 공부|프랑스어 독학|듀오링고|스픽|언어 학습 앱|언어공부 앱|영어공부 앱|불어 공부 앱,0,1310000,2,16,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,824,0,1
OHUpqTyO4_8,임신 기록 01 여러분 저희 에게 아기 가 생겼어요,788465,임밍아웃|임신공개|임신남편반응|임신브이로그|임밍아웃브이로그|우유커플|우유커플임신,0,377000,2,16,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,939,0,1
5faE7RCCF9U,와 뜨거워,3815416,숏박스|스케치코미디|개그,0,3580000,2,14,-1.0,-1.8369701987210287e-16,-0.433883739117558,-0.9009688679024191,1,610,1,1
OHUpqTyO4_8,임신 기록 01 여러분 저희 에게 아기 가 생겼어요,825951,임밍아웃|임신공개|임신남편반응|임신브이로그|임밍아웃브이로그|우유커플|우유커플임신,0,377000,2,16,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,939,0,1
5faE7RCCF9U,와 뜨거워,3974979,숏박스|스케치코미디|개그,0,3580000,2,14,-1.0,-1.8369701987210287e-16,-0.433883739117558,-0.9009688679024191,1,610,1,1
