video_id,title,views,tags,caption_available,subscriber_count,pub_month,pub_day,pub_hour_sin,pub_hour_cos,pub_weekday_sin,pub_weekday_cos,cat_25,duration_sec,popular,definition
vNLEyRPcico,대한민국 대 배우 정준호 연예인 집 최초 공개 와 뷰 미쳤다 골프장 안 에 살 면 어떤 기분 이에요 베카 창호,1040816,정준호|신현준|연예인집|송도잭니클라우스|골프장|타운하우스|단독주택|단독타운하우스|골프장타운하우스|골프장주택|연예인|히트맨2|두사부일체|베카창호|베카|VEKA창호|veka|veka창호|독일베카창호|범어아이파크|범어아이파크1차|범어아이파크2차|두류중흥S클래스센텀포레|은마아파트|원룸맛집|대발이부동산TV|마스터하우스|랑랑부동산|대구경북아파트|태박이|부식이TV|연예인하우스|송도|인천송도|인천|송도아파트|송도연예인|송도자이더스타,0,52200,2,16,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,1,1440,1,1
vNLEyRPcico,대한민국 대 배우 정준호 연예인 집 최초 공개 와 뷰 미쳤다 골프장 안 에 살 면 어떤 기분 이에요 베카 창호,1135199,정준호|신현준|연예인집|송도잭니클라우스|골프장|타운하우스|단독주택|단독타운하우스|골프장타운하우스|골프장주택|연예인|히트맨2|두사부일체|베카창호|베카|VEKA창호|veka|veka창호|독일베카창호|범어아이파크|범어아이파크1차|범어아이파크2차|두류중흥S클래스센텀포레|은마아파트|원룸맛집|대발이부동산TV|마스터하우스|랑랑부동산|대구경북아파트|태박이|부식이TV|연예인하우스|송도|인천송도|인천|송도아파트|송도연예인|송도자이더스타,0,52200,2,16,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,1,1440,1,1
4jgVH6y6JMU,망하겠구나 말 까지 나왔는데 롯데리아 는 어떻게 재기 할 수 있었나 크랩,456488,크랩|롯데|롯데grs|맥도날드|버거킹|패스트푸드|감자튀김|배달음식|피자|치킨|침착맨,0,864000,3,4,-0.9659258262890684,-0.2588190451025206,0.7818314824680298,0.6234898018587336,1,266,1,1
4jgVH6y6JMU,망하겠구나 말 까지 나왔는데 롯데리아 는 어떻게 재기 할 수 있었나 크랩,558705,크랩|롯데|롯데grs|맥도날드|버거킹|패스트푸드|감자튀김|배달음식|피자|치킨|침착맨,0,864000,3,4,-0.9659258262890684,-0.2588190451025206,0.7818314824680298,0.6234898018587336,1,266,1,1
4dMYBekPRiU,평 사원 에서 재벌 까지 그리고 사라진 남자 뉴코아 그룹 이야기 소비 더 머니,228040,NoTag,0,916000,3,23,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,810,0,1
4dMYBekPRiU,평 사원 에서 재벌 까지 그리고 사라진 남자 뉴코아 그룹 이야기 소비 더 머니,247884,NoTag,0,916000,3,23,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,810,0,1
O19yl2OEMn4,해병대 특수 수색대 대 이정구 행정관 의 하루 안승 회 기자 의 군금해 드디어 본 편 공개 국방홍보원,523327,해병대|수색대대|해병수색|해병특수수색|수색대|이정구|DI|훈련교관|이정구상사|군금해|안승회기자의군금해|훈련|전투수영|이함훈련|이함,0,1030000,3,26,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.2225209339563143,1,1499,1,1
O19yl2OEMn4,해병대 특수 수색대 대 이정구 행정관 의 하루 안승 회 기자 의 군금해 드디어 본 편 공개 국방홍보원,631593,해병대|수색대대|해병수색|해병특수수색|수색대|이정구|DI|훈련교관|이정구상사|군금해|안승회기자의군금해|훈련|전투수영|이함훈련|이함,0,1030000,3,26,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.2225209339563143,1,1499,1,1
_dRG-lRIuow,한때 소득세 1 위 국내 최고 층 빌딩 에 야구단 도 품었던 재벌 의 몰락 삼 미 그룹 이야기 소비 더 머니,176917,NoTag,0,916000,4,6,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,825,0,1
_dRG-lRIuow,한때 소득세 1 위 국내 최고 층 빌딩 에 야구단 도 품었던 재벌 의 몰락 삼 미 그룹 이야기 소비 더 머니,219690,NoTag,0,916000,4,6,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,825,0,1
